Start	End	Chromosome	Name
25168599	25169841	Y	ZNF736P4Y
25174520	25175237	Y	
25182277	25213389	Y	TTTY17C
25266584	25273531	Y	RBMY2YP
25307729	25307803	Y	
25378300	25394719	Y	SEPTIN14P23
26009792	26011243	20	
24962925	24992751	20	APMAP
25388992	25391811	Y	CICP1
25393154	25394056	Y	LINC00265-3P
25431156	25437315	Y	UBE2Q2P5Y
25454561	25460572	Y	GOLGA2P3Y
25458926	25459184	Y	RN7SL725P
25464006	25473621	Y	
25478269	25483630	Y	CSPG4P4Y
25482908	25486705	Y	CSPG4P1Y
25486640	25487322	Y	DNM1P48
25487284	25487662	Y	
25495651	25501958	Y	GOLGA6L16P
25512301	25527786	Y	
25564122	25566033	Y	CDY19P
25579790	25588444	Y	USP9YP36
25590323	25592345	Y	USP9YP33
25618644	25620253	Y	CDY20P
25662900	25663226	Y	ELOCP34
25675060	25697346	Y	OFD1P13Y
25699451	25702562	Y	TRAPPC2P5
25709908	25713557	Y	RAB9AP2
25723016	25724186	Y	USP9YP30
25723342	25723495	Y	RNU1-107P
25728490	25733388	Y	TTTY3
25730011	25735160	Y	USP9YP9
25748596	25750206	Y	USP9YP19
25752388	25752870	Y	XKRYP5
26508213	26579690	Y	TPTE2P4
28638714	28789580	18	
26549425	26549743	Y	CYCSP49
26586642	26591601	Y	SLC25A15P1
22175465	22176662	18	
26594851	26634652	Y	PARP4P1
31883288	31883728	18	
36417055	36424185	18	
26626520	26627159	Y	CCNQP2
23485000	23485197	18	
25622117	25624902	Y	CDY1
46173553	46266992	18	C18orf25
9337464	9340284	Y	TSPY4
17493905	17569220	20	BFSP1
18614388	18614561	14	
43595136	43596683	14	ARHGAP16P
22439007	22439015	14	TRDD2
44444747	44480626	14	LINC02277
34561093	34630160	14	SNX6
44214971	44342315	18	
24725762	24986980	18	
22403410	22417881	Y	RBMY1J
11447756	11489369	18	
48162039	48184725	18	ZBTB7C-AS1
26565723	26575626	18	
24135468	24135829	18	
50375040	50394168	18	SKA1
29480147	29497179	20	FRG1EP
1947246	2030028	20	PDYN-AS1
29641778	29641976	20	CFTRP2
23985050	23988779	20	GGTLC1
36189824	36190272	18	
26348347	26349004	18	
50669510	50670215	18	
25196663	25218241	18	
1357651	1357942	18	
50823577	50824120	18	RPL17P46
54879457	54880809	18	
51612639	51613110	18	RSL24D1P9
47853233	47853457	18	MTCO2P2
35082009	35082242	18	
26255698	26256355	18	SINHCAFP1
26098839	26099226	18	RPS24P18
24402153	24402714	18	
55589904	55839184	18	
9487267	9490081	Y	TSPY9
54954403	54954732	18	MAP1LC3P
22699481	22933764	18	
15254418	15271744	18	
26599408	26600338	18	CIAPIN1P
22213778	22228029	18	
52283909	52309224	18	
15184016	15189760	18	
30290161	30414073	18	
7274826	7290751	Y	
8068445	8126293	Y	ZNF736P9Y
35984387	36067576	18	RPRD1A
21511338	21525786	Y	RBMY1B
23989292	23990454	20	POM121L3P
23823769	23826729	20	CST2
40630006	40905513	14	
30136673	30137681	22	RPS3AP51
22483004	22483069	14	TRAJ53
43540883	43541826	14	KRT8P2
29978950	30028236	22	
40044817	40335808	22	TNRC6B
22493925	22493990	14	TRAJ45
23631826	23632316	20	
24491472	24502345	20	
44887434	44887741	14	
51787461	51787743	14	
23475700	23479798	20	CST12P
49373966	49374383	14	ATP5MC2P2
25184658	25187849	20	
22486228	22486296	14	TRAJ52
22481697	22481753	14	TRAJ55
23452623	23461207	20	
32241524	32243093	14	
17570075	17609919	20	DSTN
48819360	48819593	14	
41555662	41556055	14	
8238859	8239092	21	
27612577	27639636	14	LINC00645
8420675	8421003	21	
10576292	10576587	21	CYCSP41
7385058	7388799	21	
24818385	24820157	14	
31553358	31558498	14	
31925801	31930146	14	
39370279	39370756	14	GLRX5P3
48262021	48265609	14	
18623852	18626787	14	ARHGAP42P5
10028361	10029855	21	
42412573	42528888	14	
13544210	13545185	21	OR4K11P
8857260	8880976	21	
52430596	52552522	14	TXNDC16
8468320	8468631	21	
9053122	9059060	21	
21534879	21549326	Y	RBMY1A1
9082601	9083101	21	SOWAHCP2
7003248	7007022	21	
30214765	30214976	20	CFTRP3
30294550	30312480	20	
2101827	2177038	20	STK35
7135334	7137789	21	
5553637	5614880	21	
29448517	29449306	20	DUX4L35
30278906	30289956	20	LINC01597
42743227	43115691	18	RIT2
1676662	1676907	20	
725188	725877	8	
1296034	1302607	8	
661596	675802	20	SCRT2
9555144	9556520	8	
12310962	12318316	8	DEFB130A
13237801	13239674	20	ISM1-AS1
23481645	23519054	20	
8393419	8394341	21	
6986450	6997765	21	
34689097	34825651	20	NCOA6
7129103	7130287	21	CTBP2P10
12601158	12601376	8	
5455218	5455665	8	
17763315	17792523	21	C21orf91-OT1
7712985	7776707	Y	RFTN1P1
11062647	11067089	8	
7694707	7810305	Y	
9464012	9466003	Y	FAM197Y5
10486807	10489666	8	
9458613	9464357	Y	FAM197Y5
9180251	9182519	8	
1377867	1380307	8	
9524935	9526926	Y	FAM197Y2
15744004	15745080	21	RBPMSLP
8701937	8704096	8	CLDN23
9517599	9525487	Y	
19739709	19740150	21	SREK1IP1P1
10136419	10137004	21	CDRT15P8
18561265	18760320	21	MIR548XHG
22310864	22321825	Y	RBMY2FP
22308859	22316205	Y	RBMY2FP
6935820	6938306	8	DEFA4
8906224	8916073	Y	
20388334	20388845	21	FDPSP6
17500679	17500824	21	RPL39P40
8909948	8914155	Y	
19046310	19047684	21	
10022489	10034187	Y	RBMY2QP
21933315	21975681	21	
9954532	10035299	Y	
17210469	17211347	21	NEK4P1
18917934	18935859	21	
22649245	22658878	Y	RBMY2BP
5853138	5854977	8	
23704260	23709345	21	
14022687	14023422	8	
21223295	21226829	21	
19254241	19257334	8	
22649291	22654778	Y	
18857779	18858276	21	PPIAP22
9367898	9436205	8	
19244543	19246392	21	SLC6A6P1
22413599	22417915	18	CTAGE1
7626344	7627528	21	CTBP2P9
6243295	6245283	Y	TTTY23B
8762386	8836565	21	
6242446	6243610	Y	TTTY23B
22134698	22136083	21	
17835016	17885608	21	CHODL-AS1
9484321	9486313	Y	FAM197Y4
31559483	31559939	22	
34191194	34210564	22	
21129990	21130100	8	
9479053	9484654	Y	FAM197Y4
9136255	9151574	8	PPP1R3B
54406889	54407114	18	SNRPGP2
25959074	25983526	22	
10066587	10069151	Y	TSPY5P
23352929	23423778	21	D21S2088E
31844388	31845178	18	
10066554	10067386	Y	
27019369	27024550	22	
47263935	47282939	18	
30008742	30080480	22	HORMAD2-AS1
24076794	24099320	18	
8789000	8789302	Y	TTTY11
48478561	48479228	18	POLR3GP2
35383354	35384025	18	RPL7AP67
8783310	8817382	Y	TTTY11
47703175	47703745	18	
11908712	11909223	18	
24460637	24479961	18	HRH4
13353401	13353530	8	MTND4P7
12339813	12347487	Y	ARSLP1
12345077	12347495	Y	
10433672	10438312	8	
6263602	6265595	Y	FAM197Y9
6256267	6263953	Y	FAM197Y9
30275215	30276951	22	
35066136	35087387	22	ISX
16598758	16915044	8	
9504608	9506596	Y	FAM197Y3
9497287	9505159	Y	FAM197Y3
23407658	23409128	21	TUBAP1
8235354	8235832	21	
5707004	5709456	21	
18269116	18485879	21	TMPRSS15
9255349	9260295	8	
18674033	18738089	Y	OFD1P6Y
5072645	5072869	8	
2495522	2499428	8	
22469041	22469698	14	TRDV3
1018757	1019704	8	
18729882	18739197	Y	TTTY9A
22415362	22418657	14	
47764954	47795302	14	LINC00648
9555912	9782346	8	TNKS
17769116	17777400	Y	XKRY
17768980	17770560	Y	XKRY
18128610	18136886	Y	XKRY2
18135449	18137029	Y	XKRY2
18389297	18391510	Y	
18391065	18405046	Y	
52267698	52276724	14	PTGDR
2752083	2854641	Y	XGY2
22798261	23026488	18	RBBP8
43132209	43143398	22	MCAT
25124467	25156314	14	LINC02286
2881683	2883652	Y	HSFY3P
2883110	2890551	Y	
43592142	43592262	14	
40954693	41149309	14	LINC02315
13153931	13162214	Y	TAB3P1
13159273	13161549	Y	
13751656	13915824	Y	ANOS2P
43990539	44386064	14	LINC02307
13703902	13888980	Y	
38727275	38728481	14	KRT8P1
44504149	44507283	14	FSCB
21394991	21401585	Y	RBMY2EP
49057713	49077505	14	
31944853	31950382	14	LINC02313
41583657	41604988	14	LRFN5-DT
36816326	36819736	22	
43092167	43092524	22	
52857268	52952435	14	FERMT2
32043261	32113029	22	SLC5A1
21395148	21404771	Y	
24209567	24215581	Y	GOLGA2P2Y
24209967	24214831	Y	GOLGA2P2Y
19456585	19484884	Y	BCORP1
10357400	10358620	21	VN1R7P
23090028	23091831	21	ZNF299P
15263421	15283727	21	
19455431	19567092	Y	BCORP1
7669397	7681742	21	
11153858	11159013	Y	
11153797	11215032	Y	
22882582	22884000	21	
13525599	13528579	21	SNX19P1
25055535	25069906	21	
23982645	24114352	21	
19567382	19604120	Y	TXLNGY
7430659	7469007	21	
19567313	19606274	Y	TXLNGY
15784959	15829984	22	DUXAP8
23320958	23325352	20	
26188408	26196891	20	
10612455	10613379	21	SLC25A15P4
26161834	26164303	22	LINC02559
10122273	10129029	21	
27143344	27143949	21	GPX1P2
30246205	30246998	22	LIF-AS2
25127469	25135247	21	
25919499	25919681	20	CFTRP1
36754086	36755731	22	
23722589	23745524	20	
39743044	39893864	22	ENTHD1
7421442	7425839	21	
157454	159163	20	DEFB127
8996496	9018670	21	
17513043	17593579	21	CXADR
12950288	13008417	20	LINC01723
32583300	32584204	22	SYN3-AS1
30240453	30246759	22	LIF
13008972	13169103	20	SPTLC3
44566965	44568247	22	KRT18P23
32039490	32039896	22	
31754899	31956243	22	
45875999	45891438	22	
39120167	39152680	22	CBX7
25099105	25099928	20	
29318824	29319579	20	DUX4L32
39932922	39933239	20	HSPE1P1
12406796	12420322	Y	GYG2P1
21501395	21501968	20	GSTM3P1
26135983	26188191	20	
12088010	12421587	Y	
25985210	26086917	20	FAM182A
16857962	16864148	20	
21488244	21488625	20	
34872146	34927962	20	ACSS2
43923792	43964488	22	PNPLA3
202660	202897	8	
6898878	6899468	8	RPL23AP96
213186	232231	8	RPL23AP53
18720905	18734405	8	
8561386	8574038	8	
1368642	1369833	8	
12721906	12756073	8	LONRF1
10649400	10649835	21	IGHV1OR21-1
23857081	23889150	21	
28887280	28889272	21	HSPD1P7
22209920	22420819	21	
22008756	22098518	21	LINC01687
32554033	32566634	18	
27343252	27346110	18	
6511416	6590653	18	LINC01387
23101223	23103074	21	MSANTD2P1
5703182	5705637	21	
19759359	19760128	21	C1QBPP1
43507824	43513727	22	
23477641	23490724	21	
26006389	26006532	22	
25031005	25031529	21	
47912207	47912504	18	
29063446	29064368	21	
43528744	43812337	22	EFCAB6
6256747	6260934	18	L3MBTL4-AS1
29004384	29019360	21	RWDD2B
55881688	55998219	18	LINC01416
23992773	24135610	18	TTC39C
31446036	31457506	14	DTD2
52707178	52728590	14	PSMC6
27420380	27421023	21	RPL10P1
21723293	21737319	21	LINC00317
12999676	13016692	21	
29182027	29187795	21	
17296219	17296596	21	
18953264	18967058	21	
9781910	9838011	21	LINC01667
2873525	2877916	8	
1565509	1622417	8	DLGAP2-AS1
19130523	19134423	21	
10054292	10428891	8	MSRA
23106928	23119903	21	
29077471	29175889	21	MAP3K7CL
45423764	45483218	18	SLC14A2-AS1
45491581	45503824	18	
41819053	41819421	18	
55863960	55866550	18	
52223078	52223688	18	
52340197	53535903	18	DCC
31490150	31491022	22	
49817248	49817712	22	
19091703	19145449	8	
46762617	47175699	22	TBC1D22A
56514331	56551309	14	
22690150	22798616	8	
51304108	51331918	14	LINC00519
22487183	22487245	14	TRAJ51
25267064	25267336	14	HMGN2P6
48319068	48319394	14	
34416687	34417602	14	
10474789	10475045	8	PRSS52P
9984004	10055041	8	
27258717	27845286	14	MIR3171HG
12628476	12629256	8	RPS3AP35
14879057	14879819	8	
10856085	10859436	8	
5476548	5476966	8	RPL23AP54
20934435	20934837	8	TMEM97P2
59479274	59525437	14	
22492631	22493044	8	BTF3P3
10729314	10772910	8	
53612724	53613405	14	RPS3AP46
22713251	23000000	8	PEBP4
44507385	44567467	14	
32149176	32158008	14	
38256202	38371338	14	
60179382	60180016	14	PSMA3P1
50560087	50731826	18	MAPK4
44888556	44889041	14	RRAGAP1
57066260	57112660	14	
59181593	59181940	14	PPIAP5
38605255	38606098	14	
21797460	21797759	8	OR6R2P
53954671	53962234	14	
14309033	14309672	8	EIF4EP5
22478872	22478934	14	TRAJ57
60779978	60780595	14	MAD2L1P1
60323236	60323907	14	LINC02322
10525532	10554166	8	PRSS55
26598369	26806467	14	NOVA1-DT
47801926	47802201	14	
60398934	60400013	14	GNRHR2P1
1246789	1248760	8	
58794654	58795029	14	
51982520	51987219	14	
6808517	6835524	8	XKR5
60515119	60554916	14	
63298126	63299547	14	
50302190	50313595	18	
52552836	52637713	14	GPR137C
52419189	52419644	18	VN1R76P
51687525	51688209	18	
9587386	9590182	18	
10380423	10390344	18	
22418829	22419294	18	ATP7BP1
46326809	46463140	18	RNF165
72601	79775	8	
53917270	53917753	14	
6780874	6789021	8	
19277284	19277573	8	
60091911	60169133	14	PCNX4
6036433	6036974	8	
10482878	10547585	8	PRSS51
11104691	11106704	8	
8317736	8386439	8	PRAG1
48661840	48662635	18	
54885866	54898083	18	
54744750	54745581	18	RPSAP57
54412763	54424632	18	CUPIN1P
50795120	50825402	18	MRO
16604255	16664879	8	
20079114	20124857	8	
9141424	9145503	8	
28539318	28540355	21	LINC00161
3409133	3426587	8	
20954012	20968904	8	LINC03023
6044353	6257537	8	
28048404	28137611	21	LINC01697
2518998	2522182	8	
200385	200562	8	SEPTIN14P8
20113343	20113672	8	RPL30P9
5506068	5509126	8	
2923568	2926689	8	
21690398	21812357	8	GFRA2
9975017	10119309	21	
24304546	24321377	21	LINC01689
18917213	18917429	21	
10397644	10397778	21	
18477358	18486599	21	
22153950	22154299	21	
18614431	18650360	21	
20424949	20426206	21	KRT18P2
24043257	24050286	21	
8240736	8241047	21	
29058073	29060095	21	
19301613	19303739	21	
32311018	32393012	21	URB1
26873092	26918594	14	MIR4307HG
45891087	46501903	14	LINC00871
60602146	60602533	14	
51750560	51763114	14	
60643421	60658259	14	SIX1
26592747	26594517	14	
62514872	62515123	14	
24861172	24865978	14	
42608868	42609577	14	
32006902	32018685	14	
57040885	57042504	14	
52775237	52777740	14	
63371364	63543377	14	PPP2R5E
24679547	24680991	20	
10888582	10889088	20	FAT1P1
29324092	29325049	20	DUX4L33
31257664	31259632	20	DEFB115
646626	675800	20	
13083361	13604610	8	DLC1
26167817	26251546	20	MIR663AHG
8465254	8465586	21	
30289145	30289514	21	KRTAP25-1
8801362	8801880	21	SNX18P10
8466466	8466699	21	
6873399	6875024	18	
8603547	8603984	21	RPSAP68
25639258	25717562	21	JAM2
20946906	21111813	18	ROCK1
26317390	26320773	21	
21566763	21615437	21	
23390258	23390996	21	EEF1A1P1
19893113	19900043	21	LINC01683
36847372	36870441	22	NCF4-AS1
23065491	23131206	21	
27361121	27395787	21	
47662559	47663603	22	
49264201	49266080	22	
48538900	48547387	22	
25582770	25583326	21	
24154871	24192924	21	
26459903	26460214	21	
29024629	29054488	21	USP16
48044710	48048549	22	
49853844	49890080	22	ZBED4
44881162	45010005	22	PHF21B
57046406	57047692	18	
48252301	48252837	18	ZBTB7C-AS2
55893038	56026082	18	
15196999	15197775	18	
34704339	34713439	20	TP53INP2
57352557	57371731	18	ST8SIA3
61808067	61894247	18	RNF152
23711320	23711406	20	CST2P1
23547764	23550652	20	CST9LP1
23655225	23656390	20	
17516843	17517307	20	RPS27AP2
10637684	10673999	20	JAG1
54901509	54959461	18	CCDC68
52336361	52339025	18	
56872668	56873970	18	
50457887	50458795	18	RPLP0P11
47808957	47931146	18	SMAD2
60572024	60572311	14	
52871458	52872217	14	
53685139	53850882	14	LINC02331
65957297	66004523	14	
48394815	48491767	14	
4135638	4147429	5	LINC02063
53153354	53157528	14	DDHD1-DT
1594626	1611467	5	
52730166	52774989	14	STYX
30046276	30047193	22	CNN2P1
44651835	44652379	22	ANP32BP2
1858409	1859890	5	
6134303	6137171	5	
5420664	5490220	5	ICE1
48448890	48451217	22	
47345569	47373541	22	
39312882	39320389	22	RPL3
6950726	6951599	8	DEFA8P
23888798	23890541	21	
30263380	30263881	21	RPL8P2
27358885	27448579	21	
14161084	14165359	8	
53364146	53392048	14	
61570405	61658696	14	LINC03033
18774547	18774918	8	RPL35P6
20256752	20258820	21	LINC02573
12684154	12685153	8	OR7E8P
15346652	15346738	21	
10050485	10054254	8	MSRA-DT
24840550	25057746	21	LINC01692
14084845	15238431	8	SGCZ
28328738	28674848	21	
53991101	53991995	14	ATP5F1CP1
59460363	59484408	14	L3HYPDH
30165565	30166805	21	CLDN17
26466209	26573286	21	CYYR1
738548	740374	8	
17599255	17599807	20	
4852356	5010293	20	SLC23A2
8665497	8669404	8	
3596211	3600188	5	
7373115	7391907	5	LINC02142
9351238	9358441	8	
20275773	20290458	8	LZTS1-AS1
7065091	7069351	5	
12765849	12811478	8	LINC03019
4012708	4013649	5	
1850950	1851497	5	
5140330	5320304	5	ADAMTS16
12638428	12638602	8	
65528830	65529574	14	EIF1AXP2
22698384	22703776	8	
20941428	20950175	8	
3373353	3375226	8	
52111122	52129625	14	LINC02319
51765276	51825422	14	
8783354	8893630	8	MFHAS1
28997613	28998033	21	RPL23P2
17518526	17518993	21	BTF3L4P1
26889376	26939742	21	
29222321	29223257	21	GAPDHP14
34073224	34143034	21	MRPS6
60396469	60515543	14	C14orf39
21167240	21170137	8	
5659679	5670140	8	
10764961	10839884	8	PINX1
25095022	25103670	21	
25169431	25361868	21	
17894193	17894485	21	RPL37P3
28901779	28903697	21	THUMPD1P1
30089717	30097836	21	
29193480	29288205	21	LINC00189
20828127	20828622	21	PPIAP1
29024255	29024890	21	
9088188	9088391	21	
25762938	25763333	21	LLPHP2
27638613	27675024	21	LINC01673
30281309	30282950	21	KRTAP24-1
29127701	29128188	21	RPL12P9
8437629	8438551	21	
34073578	34106260	21	SLC5A3
27492118	27492261	21	NCSTNP1
8845566	8846646	21	MTCO1P1
36385392	36419015	21	CHAF1B
60212462	60212912	14	RPL17P2
66111557	66131716	14	LINC02290
2726956	2838823	8	
17224966	17246878	8	CNOT7
2831021	2835139	5	
7272792	7276923	5	
8143618	8143784	5	
8659764	8660059	5	
60509146	60512850	14	SIX6
1798385	1801366	5	MRPL36
66760532	66761018	14	
42989201	42989483	14	
60709539	60724351	14	SIX4
6310441	6339884	5	LINC02145
4974690	5034267	5	
10541454	10543192	5	
54717860	54895516	18	RAB27B
7859159	7869037	5	FASTKD3
28116094	28228667	21	LINC01695
61294909	61322838	14	PRKCH-AS1
58646631	59184247	14	LINC01500
8701461	8701562	21	
21746973	21797415	21	LINC01425
8197620	8227646	21	
47115838	47117217	22	
25561117	25564719	22	GRK3-AS1
26018832	26020684	20	
23564732	23568484	20	CST9L
20430443	20430762	21	RPS3AP1
31671000	31732118	21	SCAF4
46296870	46330810	22	GTSE1
10875333	10909279	20	
47866839	47867367	18	
61681653	61682695	18	
9473421	9474006	18	
56597209	56651600	18	TXNL1
5396477	5396968	5	MTCO1P31
60493766	60496885	14	SALL4P7
7299774	7306592	5	
60245752	60299087	14	PPM1A
4436850	4440259	5	
4967764	4970425	5	
8444949	8445535	5	
2921496	2967955	5	
26071988	26072351	20	BSNDP3
29548661	29559705	20	FAM242B
8525144	8561682	5	
38270778	38274020	20	
42685404	42688562	20	
7396138	7830081	5	ADCY2
29878636	29879363	20	DUX4L37
10476591	10479446	8	
38962472	38962993	20	
38955910	38956547	20	
42606694	42607559	20	
13244064	13245369	20	
14690382	14690619	8	
38103524	38104961	20	
22220554	22223283	20	
22481588	22553444	8	
39213777	39224748	20	LINC01734
13147389	13207125	8	
155274	155481	8	WBP1LP3
12607291	12607509	8	
29748309	29798492	8	LINC02099
13389392	13638932	20	TASP1
31436977	31496108	22	EIF4ENIF1
19237737	19241912	8	
4317388	4329027	8	
2493876	2512580	8	
22687659	22693480	8	EGR3
31462795	31463371	14	
38288331	38326536	20	
59504539	59576812	14	CCDC175
40121041	40126357	20	
37693955	37872129	20	CTNNBL1
60519841	60520165	18	MRPS5P4
42052705	42053030	18	
48539031	48863217	18	CTIF
25841725	26045413	8	EBF2
60158976	60159324	14	SCOCP1
60144119	60169856	14	DHRS7
3452816	3461660	5	LINC02162
4775476	4805769	5	
6839460	7219291	5	LINC02196
16067139	16180762	5	MARCHF11
614746	738106	8	ERICH1
1614836	1616334	5	
64041555	64423601	18	LINC01924
5395378	5395957	5	MTCO1P30
4033713	4041764	5	
10057502	10057807	5	
8455946	8456558	5	
5688805	5694742	5	
8754869	8755159	5	
1887332	1900493	5	CTD-2194D22.4
53605254	53605725	18	RPL29P32
1877413	1887236	5	IRX4
54525434	54525563	18	DYNAPP1
32581528	32582828	18	
53568439	53629990	18	LINC01919
70907405	71115382	14	PCNX1
22679013	22684009	8	
48147634	48150864	18	
28651732	28653208	18	ARIH2P1
8555738	8560965	8	
57136322	57146998	18	
10275499	10279737	8	
17246931	17302427	8	VPS37A
15490530	15490767	21	CYCSP42
49757627	49758980	22	RPL5P35
27367014	27367947	21	EIF4A1P1
50879080	50954257	18	ME2
30209151	30211783	21	LINC00307
25361821	25381756	21	RPL13AP7
44483495	44483717	22	MRPS18CP6
26349780	26350634	21	
34017422	34218796	22	LINC01643
29055805	29073797	21	CCT8
44606939	44625419	22	LINC00229
48320412	48333199	22	
44702233	44862706	22	PRR5-ARHGAP8
1598127	1598247	5	
6289857	6290624	5	HMGB3P3
12574830	12804363	5	LINC01194
18864681	18865247	8	
13566869	13568288	8	C8orf48
9519853	9523178	5	
2562813	2623382	8	LINC03021
9035033	9546075	5	SEMA5A
22589274	22602084	8	
23841929	23854806	8	STC1
23489416	23489973	20	
45607939	45631284	20	WFDC9
27284886	27311272	8	TRIM35
26008791	26010531	20	
36777447	36863538	20	SOGA1
150584	150728	8	
5127919	5128233	8	
36278960	36279483	8	MTND6P19
33485182	33501262	8	MAK16
43894720	43895468	20	LINC01728
1931058	1933985	5	
24931840	24932983	20	LINC02967
30281837	30282954	20	
34741401	34807447	20	
41997131	41999397	20	
47958022	47958603	20	
38260149	38304332	20	
16661907	16936288	5	MYO10
46364551	46397994	20	
17188134	17188344	20	
45629739	45631196	20	WFDC10A
19901717	19967259	8	LPL
44746642	44747201	20	
44841925	44842539	20	PGBD4P2
18786065	18794579	20	LINC00652
39120293	39120566	22	COX5BP7
32124877	32470882	18	GAREM1
49851425	49853364	22	
49902228	49904576	22	
45920366	45977162	22	WNT7B
63312835	63318935	14	GPHB5
20998409	21543329	21	NCAM2
38805697	38923024	20	PPP1R16B
62604113	62605717	14	ATP5F1AP4
58827679	58828176	14	
60639216	60642589	14	SALRNA1
60734742	60969965	14	MNAT1
60794613	60794916	18	HMGN1P31
28824652	28824826	18	
56137573	56150102	18	
39334872	39335672	18	RPL7AP66
67516546	67899619	18	DSEL-AS1
43955442	44010531	22	SAMM50
24489375	24491080	18	
26952201	26952558	18	ATP6V1E1P2
47285725	47594550	18	MIR4527HG
61957273	61958014	18	RPIAP1
891251	893112	8	
60294136	60301317	18	
28890395	29064764	8	HMBOX1
48026672	48410752	18	ZBTB7C
17659276	17660384	21	
21655038	21686329	21	
25643489	25644216	21	RNGTTP1
8254592	8255514	21	
13581060	13582004	21	OR4K12P
28928144	28992956	21	LTN1
47950797	47954808	20	
38210503	38260772	20	KIAA1755
69569799	69574871	14	CCDC177
61556273	61570653	14	LINC01303
66248811	66278875	14	
44897275	44907257	14	C14orf28
48476999	48477553	20	
48383323	48384895	20	
48324812	48367976	20	
39231115	39233836	20	
38977711	38978422	20	NPM1P19
65236480	65318790	14	
47352561	47354633	20	
48471308	48472414	20	
38961925	38962111	20	DHX35-DT
72926377	72959703	14	DCAF4
42968743	42971492	20	PTPRT-AS1
38962299	39039723	20	DHX35
32783177	32784982	22	
46267961	46294008	22	TTC38
11123381	11126064	8	
13844101	13849109	8	
18391282	18401218	8	NAT2
23805933	23806154	8	
19593841	19594108	21	RPL37P4
2648075	2728577	8	LINC03021
26170871	26217381	21	APP-DT
32790673	32791504	21	
23960569	23968747	21	
25515349	25518865	21	
38894917	38895252	21	RPSAP64
37951425	38121360	21	DSCR4
36388878	36389112	21	ATP5MFP1
37593977	37661496	21	
31840341	31840858	21	TPT1P1
34135432	34136071	21	RPS5P2
38323635	38333421	21	LINC01423
29905735	29908956	8	
17438821	17450104	21	LINC01549
30082758	30083467	8	
53480825	53581107	18	LINC01917
10723768	10730511	8	SOX7
18022370	18114904	21	
9580024	9580415	21	
30214006	30216097	21	CLDN8
61571342	61579456	18	
25646113	25654671	21	
57147087	57150410	18	BOD1L2
5716584	5716804	8	
24886676	24902756	21	
29527312	29530323	8	
34400112	34401072	21	C21orf140
23453287	23486603	18	RIOK3
34711908	34724919	22	
15493932	15496124	21	
20144855	20183206	8	SLC18A1
31816379	31817491	22	
39028536	39029128	21	LINC02943
45000565	45003619	22	
25371827	25372043	21	
38121451	38156511	21	DSCR8
50316035	50317025	22	
43400331	43409681	22	LINC01639
44901547	44902471	22	RPL6P28
40769630	40819399	22	SLC25A17
34425508	34426017	21	
34073592	34360033	21	
17705408	17707455	21	
27722379	27751233	21	LINC00113
36485983	36487411	21	PSMD4P1
32020966	32021782	21	HUNK-AS1
34205055	34325034	21	
8101251	8103706	21	
9634244	9679906	21	
16754519	16815688	21	
31873020	32044633	21	HUNK
59484443	59505410	14	JKAMP
10330732	10331537	21	EIF3FP1
17788974	17819386	21	C21orf91
74073353	74147843	18	FBXO15
43914852	44069616	20	TOX2
